Date,Valore,Description,Categoria,Tag,Fissa?,Commenti,M
28 lug 2023,"€ 14,00",Pagamento Padel a Sammy,IntrattenimentoEVacanze,Sport,FALSE,,"7,00"
29 lug 2023,"€ 18,02",Benzina Moto,Trasporti,Carburante Moto,FALSE,,"7,00"
29 lug 2023,"€ 59,50",Pranzo Cantinone Mare,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"7,00"
29 lug 2023,"€ 50,01",Gasolio C3,Trasporti,Carburante Auto,TRUE,,"7,00"
29 lug 2023,"€ 6,70",Tabacco,Fumo,Sigarette,FALSE,,"7,00"
30 lug 2023,"€ 7,18",Spesa Camminata,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"7,00"
30 lug 2023,"€ 6,00",Colazione e Birra Camminata,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"7,00"
30 lug 2023,"€ 16,15",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"7,00"
31 lug 2023,"€ 6,93",Oust,GestioneCasa,Cibo&ProdottiCasa,FALSE,,"7,00"
31 lug 2023,"€ 130,94",Telepass Luglio,Trasporti,Autostrada Auto,TRUE,,"7,00"
31 lug 2023,"€ 12,00",Apertitivo Coguaro,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"7,00"
1 ago 2023,"€ 45,00",Psicologo,CuraPersonale,Psicologo,FALSE,,"8,00"
1 ago 2023,"€ 8,00",Aperitivo Quello Buono,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
2 ago 2023,"€ 1,80",Cartine e filtri,Fumo,Sigarette,FALSE,,"8,00"
2 ago 2023,"€ 22,00",Cena Cotoletteria,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
3 ago 2023,"€ 3,00",Cono La Romana,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
3 ago 2023,"€ 9,00",Cinema,IntrattenimentoEVacanze,Cinema&Cultura&Eventi,FALSE,,"8,00"
3 ago 2023,"€ 5,40",Acqua Cinema,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
4 ago 2023,"€ 28,14",Cena fuori e kebab,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
4 ago 2023,"€ 9,96",Dott e Coltra,Trasporti,Mobilità&Micromobilità,FALSE,,"8,00"
4 ago 2023,"€ 8,00",Drink,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
4 ago 2023,"€ 10,00",Wawa,Fumo,Sigarette,FALSE,,"8,00"
5 ago 2023,"€ 51,66",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"8,00"
6 ago 2023,"€ 27,80",Sushi,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
7 ago 2023,"€ 34,90",Palestra,AbbonamentiEIscrizioni,Palestra,TRUE,,"8,00"
7 ago 2023,"€ 10,50",Tabacco e Cartine,Fumo,Sigarette,FALSE,,"8,00"
7 ago 2023,"€ 20,00",Pizza,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
8 ago 2023,"€ 4,00",Cartine e filtri,Fumo,Sigarette,FALSE,,"8,00"
8 ago 2023,"€ 2,40",Ghiaccioli,GestioneCasa,Cibo&ProdottiCasa,FALSE,,"8,00"
9 ago 2023,"€ 39,90",Cena Siriano,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
10 ago 2023,"€ 60,00",Abbonamento Disney Plus,AbbonamentiEIscrizioni,DisneyPlus,TRUE,,"8,00"
10 ago 2023,"€ 11,90",Vino cena Carmelo,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
11 ago 2023,"€ 1,45",Caffè e Acqua,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
11 ago 2023,"€ 82,96",Roba Dechatlon,Shopping,Vestiti e Abbigliamento,FALSE,,"8,00"
11 ago 2023,"€ 6,72",Acqua Casa Millesimo,Altro,Regali&SpeseAltrui,FALSE,,"8,00"
11 ago 2023,"€ 13,00",Padel,IntrattenimentoEVacanze,Sport,FALSE,,"8,00"
11 ago 2023,"€ 8,00",Drink Steve,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
12 ago 2023,"€ 33,70",Aperitivo e Serata Ranzi,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
12 ago 2023,"€ 25,00",Cena Ranzi,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
13 ago 2023,"€ 13,68",Benzina Moto,Trasporti,Carburante Moto,FALSE,,"8,00"
13 ago 2023,"€ 2,50",Ginger Beer Steve,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
14 ago 2023,"€ 9,99",Kindle Unlimited,AbbonamentiEIscrizioni,Amazon e Kindle,FALSE,,"8,00"
14 ago 2023,"€ 5,80",Ingresso Piscina,IntrattenimentoEVacanze,SportEHobby,FALSE,,"8,00"
14 ago 2023,"€ 8,75",Birra e Patatine Piscina,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
14 ago 2023,"€ 23,50",Cena Messicano,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
14 ago 2023,"€ 4,00",Cartine e Filtri,Fumo,Sigarette,FALSE,,"8,00"
15 ago 2023,"€ 34,72",Spesa per Ferragosto,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
19 ago 2023,"€ 340,14",Vaiggio Ardeche,IntrattenimentoEVacanze,Viaggi,FALSE,,"8,00"
19 ago 2023,"€ 15,48",Dechatlon,Shopping,Oggettistica,FALSE,,"8,00"
19 ago 2023,"€ 16,95",Libro,Shopping,Libri,FALSE,,"8,00"
19 ago 2023,"€ 45,24",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"8,00"
19 ago 2023,"€ 800,00",Lavori C3,Trasporti,Documenti e Interventi Auto,TRUE,,"8,00"
20 ago 2023,"€ 67,89",Listerine e Caffé,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"8,00"
20 ago 2023,"€ 11,00",Ingresso Piscina,IntrattenimentoEVacanze,SportEHobby,FALSE,,"8,00"
20 ago 2023,"€ 32,40",Sushi,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
21 ago 2023,"€ 10,00",Laura Ticket,Altro,Regali&SpeseAltrui,FALSE,,"8,00"
21 ago 2023,"€ 5,61",Patatine,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
21 ago 2023,"€ 10,00",Wawa,Fumo,Sigarette,FALSE,,"8,00"
22 ago 2023,"€ 7,00",Tabacco,Fumo,Sigarette,FALSE,,"8,00"
22 ago 2023,"€ 12,00",Birre partita Pallavolo,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
22 ago 2023,"€ 20,00",Biglietti Pallavolo,IntrattenimentoEVacanze,SportEHobby,FALSE,,"8,00"
22 ago 2023,"€ 5,00",Cibo Serata Pallavolo,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
24 ago 2023,"€ 20,70",Mc Bum,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
24 ago 2023,"€ 13,00",Padel,IntrattenimentoEVacanze,SportEHobby,FALSE,,"8,00"
25 ago 2023,"€ 37,90",Fastweb,GestioneCasa,Bollette & Utenze,TRUE,,"8,00"
25 ago 2023,"€ 47,43",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"8,00"
26 ago 2023,"€ 556,00",Affitto Settembre 2023,GestioneCasa,Affitto e Riscaldamento,TRUE,,"8,00"
25 ago 2023,"€ 28,90",Spesa per Pic Nic,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
26 ago 2023,"€ 16,72",Cooltra,Trasporti,Mobilità&Micromobilità,FALSE,,"8,00"
26 ago 2023,"€ 10,50",Pizze,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
27 ago 2023,"€ 0,20",Commissioni,Altro,Commissioni,FALSE,,"8,00"
27 ago 2023,"€ 20,00",Greco,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
28 ago 2023,"€ 6,70",Tabacco,Fumo,Sigarette,FALSE,,"8,00"
29 ago 2023,"€ 136,09",Bolletta Eni,GestioneCasa,Bollette & Utenze,TRUE,,"8,00"
29 ago 2023,"€ 15,00",Parrucchiere,CuraPersonale,Cura del corpo,FALSE,,"8,00"
29 ago 2023,"€ 2,50",Cartine e Filtri,Fumo,Sigarette,FALSE,,"8,00"
29 ago 2023,"€ 39,71",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"8,00"
30 ago 2023,"€ 45,00",Psicologo,CuraPersonale,Psicologo,FALSE,,"8,00"
31 ago 2023,"€ 50,00",Move-In,Trasporti,Documenti e Interventi Moto,FALSE,,"8,00"
31 ago 2023,"€ 2,20",Filtri,Fumo,Sigarette,FALSE,,"8,00"
31 ago 2023,"€ 24,15",Old Wild West,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"8,00"
31 ago 2023,"€ 4,49",Birra,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"8,00"
31 ago 2023,"€ 11,40",Cinema,IntrattenimentoEVacanze,Cinema&Cultura&Eventi,FALSE,,"8,00"
1 set 2023,"€ 34,90",Palestra,AbbonamentiEIscrizioni,Palestra,TRUE,,"9,00"
1 set 2023,"€ 26,50",Cena Siriano,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"9,00"
2 set 2023,"€ 5,70",Starbucks,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
2 set 2023,"€ 18,00",Fumeto Zero Calcare,Shopping,Libri,FALSE,,"9,00"
2 set 2023,"€ 19,50",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"9,00"
2 set 2023,"€ 21,75",Cena ROL,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"9,00"
3 set 2023,"€ 7,00",Yogurt,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
3 set 2023,"€ 5,00",Wawa,Fumo,Sigarette,FALSE,,"9,00"
3 set 2023,"€ 3,50",Dott,Trasporti,Mobilità&Micromobilità,FALSE,,"9,00"
5 set 2023,"€ 14,00",Padel,IntrattenimentoEVacanze,SportEHobby,FALSE,,"9,00"
5 set 2023,"€ 5,00",Kebab,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"9,00"
6 set 2023,"€ 3,50",Dott,Trasporti,Mobilità&Micromobilità,FALSE,,"9,00"
6 set 2023,"€ 42,00",Sushi,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"9,00"
7 set 2023,"€ 21,90",Cover Telefono,Shopping,Oggettistica,FALSE,,"9,00"
7 set 2023,"€ 45,00",Psicologo,CuraPersonale,Psicologo,FALSE,,"9,00"
7 set 2023,"€ 6,20",Tabacco,Fumo,Sigarette,FALSE,,"9,00"
7 set 2023,"€ 20,00",Riparazione Bici,Trasporti,Mobilità&Micromobilità,FALSE,,"9,00"
7 set 2023,"€ 9,90",Annuncio Subito,AbbonamentiEIscrizioni,Generic,FALSE,,"9,00"
8 set 2023,"€ 150,00",Gomme Auto,Trasporti,Documenti e Interventi Auto,TRUE,,"9,00"
8 set 2023,"€ 3,00",Granita,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
8 set 2023,"€ 37,16",Drink,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
9 set 2023,"€ 65,01",Gasolio C3,Trasporti,Carburante Auto,TRUE,,"9,00"
9 set 2023,"€ 3,90",Autogrill,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
9 set 2023,"€ 73,00",Drink e Aperitivo Milano,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
9 set 2023,"€ 63,50","Cena, Panino e colazione Milano",IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"9,00"
9 set 2023,"€ 5,00",Wawa,Fumo,Sigarette,FALSE,,"9,00"
10 set 2023,"€ 4,40",Metro Milano,Trasporti,Mobilità&Micromobilità,FALSE,,"9,00"
10 set 2023,"€ 4,50",Parcheggio Famagosta,Trasporti,Autostrada&Parcheggio Auto,FALSE,,"9,00"
10 set 2023,"€ 43,82",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"9,00"
10 set 2023,"€ 3,00",Cornetto,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
12 set 2023,"€ 11,00",Birra Baladen,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
13 set 2023,"€ 6,16",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"9,00"
13 set 2023,"€ 20,00",Ticket Laura,Altro,Regali&SpeseAltrui,FALSE,,"9,00"
13 set 2023,"€ 20,00",Wawa,Fumo,Sigarette,FALSE,,"9,00"
14 set 2023,"€ 11,69",Glovo,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"9,00"
15 set 2023,"€ 229,71",Multe,Trasporti,Multe,TRUE,,"9,00"
16 set 2023,"€ 3,20",Caffe,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
16 set 2023,"€ 45,00",Multa Simone Sardo,Trasporti,Multe,TRUE,,"9,00"
16 set 2023,"€ 11,00",Tabacco ecc.,Fumo,Sigarette,FALSE,,"9,00"
16 set 2023,"€ 16,08",Cinese,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"9,00"
16 set 2023,"€ 6,00",Birra,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
16 set 2023,"€ 3,49",Dott,Trasporti,Mobilità&Micromobilità,FALSE,,"9,00"
17 set 2023,"€ 39,88",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"9,00"
17 set 2023,"€ 85,89",Scarpe Intinfortunistiche,Shopping,Vestiti e Abbigliamento,FALSE,,"9,00"
17 set 2023,"€ 20,00",Ramen,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"9,00"
20 set 2023,"€ 16,60",Cena Rustico,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"9,00"
21 set 2023,"€ 2,00",Brioche Autogrill,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
21 set 2023,"€ 17,06",Pranzo Rossopomodoro,Altro,Lavoro,TRUE,,"9,00"
21 set 2023,"€ 19,19",Organizzatori da Viaggio,Shopping,Oggettistica,FALSE,,"9,00"
22 set 2023,"€ 65,12",Jeans,Shopping,Vestiti e Abbigliamento,FALSE,,"9,00"
22 set 2023,"€ 42,50",Drink,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
22 set 2023,"€ 2,00",Focaccia,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"9,00"
23 set 2023,"€ 44,00",Minimoto,IntrattenimentoEVacanze,SportEHobby,FALSE,,"9,00"
23 set 2023,"€ 7,00",Drink Steve,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
24 set 2023,"€ 18,93",Benzina Moto,Trasporti,Carburante Moto,FALSE,,"9,00"
24 set 2023,"€ 7,00",Tabacco,Fumo,Sigarette,FALSE,,"9,00"
24 set 2023,"€ 29,00",Trasferta Bologna,Altro,Lavoro,TRUE,,"9,00"
24 set 2023,"€ 3,00",Granita Spotorno,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
24 set 2023,"€ 4,50",Ape Rena,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
25 set 2023,"€ 37,90",Fastweb,GestioneCasa,Bollette & Utenze,TRUE,,"9,00"
25 set 2023,"€ 180,00",Denitsta,CuraPersonale,Cura del corpo,FALSE,,"9,00"
25 set 2023,"€ 13,00",Padel,IntrattenimentoEVacanze,SportEHobby,FALSE,,"9,00"
26 set 2023,"€ 556,00",Affitto,GestioneCasa,Affitto e Riscaldamento,TRUE,,"9,00"
28 set 2023,"€ 15,00",Ticket Laura,Altro,Regali&SpeseAltrui,FALSE,,"9,00"
30 set 2023,"€ 11,70","Cartine, Filtri e Tabacco",Fumo,Sigarette,FALSE,,"9,00"
30 set 2023,"€ 30,04",Benzina Audi,Trasporti,Carburante Auto,FALSE,,"9,00"
30 set 2023,"€ 17,39",Benzina Moto,Trasporti,Carburante Moto,FALSE,,"9,00"
30 set 2023,"€ 44,10",Bere Tartufo,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"9,00"
30 set 2023,"€ 40,50",Cibo Tartufo,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"9,00"
30 set 2023,"€ 15,00",Roba Ferrata,IntrattenimentoEVacanze,SportEHobby,FALSE,,"9,00"
1 ott 2023,"€ 62,04",Gasolio C3,Trasporti,Carburante Auto,TRUE,,"10,00"
1 ott 2023,"€ 395,62",Riscaldamento Prima rata,GestioneCasa,Affitto e Riscaldamento,TRUE,,"10,00"
1 ott 2023,"€ 46,74",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"10,00"
1 ott 2023,"€ 34,90",Palestra,AbbonamentiEIscrizioni,Palestra,FALSE,,"10,00"
2 ott 2023,"€ 45,00",Psicologo,CuraPersonale,Psicologo,FALSE,,"10,00"
2 ott 2023,"€ 39,00",Sushi,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"10,00"
3 ott 2023,"€ 3,50",Birretta,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
3 ott 2023,"€ 50,00",Cena Carne,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"10,00"
4 ott 2023,"€ 7,00",Aperitivo Laura,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
4 ott 2023,"€ 3,49",Dott,Trasporti,Mobilità&Micromobilità,FALSE,,"10,00"
5 ott 2023,"€ 10,00",Wawa,Fumo,Sigarette,FALSE,,"10,00"
6 ott 2023,"€ 54,86",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"10,00"
7 ott 2023,"€ 3,50",Acqua Rifugio,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
7 ott 2023,"€ 9,50",Biglietto Bus,Trasporti,Mobilità&Micromobilità,FALSE,,"10,00"
7 ott 2023,"€ 24,00",Birre Mercato Centr,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
7 ott 2023,"€ 19,00",Cena Mercato Centr,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"10,00"
7 ott 2023,"€ 7,00",Tabacco,Fumo,Sigarette,FALSE,,"10,00"
8 ott 2023,"€ 1,00",Caffé ,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
8 ott 2023,"€ 13,50",Cena Pescaria,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"10,00"
9 ott 2023,"€ 11,90",Faretto Bagno,GestioneCasa,Manutenzione,TRUE,,"10,00"
9 ott 2023,"€ 9,92",Birre e Patatine,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
11 ott 2023,"€ 4,70",Cartine e Filtri,Fumo,Sigarette,FALSE,,"10,00"
11 ott 2023,"€ 6,80",Deodorante,CuraPersonale,Cura del corpo,FALSE,,"10,00"
12 ott 2023,"€ 35,00",Sella Bici,Trasporti,Mobilità&Micromobilità,FALSE,,"10,00"
12 ott 2023,"€ 2,35",Donazione Wikipedia,Altro,Regali&SpeseAltrui,FALSE,,"10,00"
13 ott 2023,"€ 9,99",Libro,Shopping,Libri,FALSE,,"10,00"
13 ott 2023,"€ 22,00",Cambio Gomme,Trasporti,Documenti e Interventi Moto,FALSE,,"10,00"
13 ott 2023,"€ 8,70",Acqua e Latte,GestioneCasa,Cibo&ProdottiCasa,FALSE,,"10,00"
13 ott 2023,"€ 16,00",Drink Steve,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
14 ott 2023,"€ 9,99",Abbondamento Kindle Unlimited,AbbonamentiEIscrizioni,Amazon e Kindle,FALSE,,"10,00"
14 ott 2023,"€ 19,73",Ape e Serata,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
15 ott 2023,"€ 50,00",Gasolio C3,Trasporti,Carburante Auto,TRUE,,"10,00"
15 ott 2023,"€ 1,10",Caffé,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
15 ott 2023,"€ 8,60",Tabacco e Cartine,Fumo,Sigarette,FALSE,,"10,00"
15 ott 2023,"€ 13,00",Dolci Rena,Altro,Regali&SpeseAltrui,FALSE,,"10,00"
15 ott 2023,"€ 73,00",Volo Lisbona,IntrattenimentoEVacanze,Viaggi,FALSE,,"10,00"
15 ott 2023,"€ 15,50",Poke,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"10,00"
17 ott 2023,"€ 158,23",Bolletta Gas & Luce,GestioneCasa,Bollette & Utenze,TRUE,,"10,00"
17 ott 2023,"€ 1,15",Pressione Pneumatici Gaydon,Altro,Lavoro,FALSE,,"10,00"
17 ott 2023,"€ 16,25",Birre Hotel,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
18 ott 2023,"€ 50,29",Regali Laura,Altro,Regali&SpeseAltrui,FALSE,,"10,00"
18 ott 2023,"€ 11,99",Libro Segan,Shopping,Libri,FALSE,,"10,00"
18 ott 2023,"€ 102,10",Giacca JLR,Shopping,Vestiti e Abbigliamento,FALSE,,"10,00"
19 ott 2023,"€ 25,41",Laser Game,IntrattenimentoEVacanze,SportEHobby,FALSE,,"10,00"
20 ott 2023,"€ 37,31",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"10,00"
20 ott 2023,"€ 48,00",Serata TVB,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
21 ott 2023,"€ 29,51",Spesa per Serata,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
21 ott 2023,"€ 3,27",Mollettine Fot,Shopping,Oggettistica,FALSE,,"10,00"
22 ott 2023,"€ 45,00",Serata Balera,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
22 ott 2023,"€ 17,00",Pizza,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"10,00"
22 ott 2023,"€ 16,50",Taxi,Trasporti,Mobilità&Micromobilità,FALSE,,"10,00"
22 ott 2023,"€ 11,40",Tabacco cartine e filtri,Fumo,Sigarette,FALSE,,"10,00"
23 ott 2023,"€ 35,00",Bologna,Altro,Lavoro,TRUE,,"10,00"
23 ott 2023,"€ 22,00",Pizza Aforisma,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"10,00"
25 ott 2023,"€ 37,90",Fastweb,GestioneCasa,Bollette & Utenze,TRUE,,"10,00"
26 ott 2023,"€ 9,60",Caffe,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
26 ott 2023,"€ 55,04",Pranzi e Cene Bologna,Altro,Lavoro,TRUE,,"10,00"
26 ott 2023,"€ 671,00",Affito & Riscaldamento,GestioneCasa,Affitto e Riscaldamento,TRUE,,"10,00"
26 ott 2023,"€ 45,00",Psicologo,CuraPersonale,Psicologo,FALSE,,"10,00"
27 ott 2023,"€ 3,60",Focaccia e Caffé Girasole,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
27 ott 2023,"€ 10,00",Wawa,Fumo,Sigarette,FALSE,,"10,00"
27 ott 2023,"€ 15,00",Drink,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
27 ott 2023,"€ 12,00",Iscrzione Arci,AbbonamentiEIscrizioni,Generic,FALSE,,"10,00"
27 ott 2023,"€ 16,50",Taxi,Trasporti,Mobilità&Micromobilità,FALSE,,"10,00"
27 ott 2023,"€ 26,27",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"10,00"
27 ott 2023,"€ 28,00",Soldi Bologna Gianluca,Altro,Lavoro,TRUE,,"10,00"
28 ott 2023,"€ 114,00",Cena Compleanno Laura,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"10,00"
29 ott 2023,"€ 3,80",Biglietti Bus,Trasporti,Mobilità&Micromobilità,FALSE,,"10,00"
29 ott 2023,"€ 7,00",Tabacco,Fumo,Sigarette,FALSE,,"10,00"
29 ott 2023,"€ 19,00",Yogurt e Crazy Dumpling,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"10,00"
29 ott 2023,"€ 3,00",Birra,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"10,00"
30 ott 2023,"€ 15,99",Tamponi Covid,CuraPersonale,Cura del corpo,FALSE,,"10,00"
31 ott 2023,"€ 135,39",Telepass,Trasporti,Autostrada&Parcheggio Auto,TRUE,,"10,00"
31 ott 2023,"€ 29,60",Cena Panche,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"10,00"
31 ott 2023,"€ 6,25",Cooltra,Trasporti,Mobilità&Micromobilità,FALSE,,"10,00"
1 nov 2023,"€ 14,18",Prosecco,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
3 nov 2023,"€ 21,80",Birre e Patatine,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
4 nov 2023,"€ 29,22",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"11,00"
5 nov 2023,"€ 11,00",Sigarette Cartine e Filtri,Fumo,Sigarette,FALSE,,"11,00"
5 nov 2023,"€ 12,00",Vin Brulé,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
5 nov 2023,"€ 22,16",Pranzo BOL,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
5 nov 2023,"€ 52,00",Evento Lavazza,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
6 nov 2023,"€ 37,99",Caffé,GestioneCasa,Cibo&ProdottiCasa,FALSE,,"11,00"
7 nov 2023,"€ 10,00",Ape fra,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
7 nov 2023,"€ 7,60",Ape fra,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
7 nov 2023,"€ 10,00",Regalo Brussi,Altro,Regali&SpeseAltrui,FALSE,,"11,00"
8 nov 2023,"€ 11,95",Prova,Fumo,E-Cig,FALSE,,"11,00"
8 nov 2023,"€ 6,00",Birre JJ,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
9 nov 2023,"€ 16,00",Serata Compleanno Brussi,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
9 nov 2023,"€ 29,00",Cena Compleanno Brussi,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
9 nov 2023,"€ 3,49",Dott,Trasporti,Mobilità&Micromobilità,FALSE,,"11,00"
10 nov 2023,"€ 37,93",Spesa,GestioneCasa,Cibo&ProdottiCasa,TRUE,,"11,00"
10 nov 2023,"€ 29,50",Liquido,Fumo,E-Cig,FALSE,,"11,00"
10 nov 2023,"€ 18,00",Drink,IntrattenimentoEVacanze,Bar & Drink & Serate,FALSE,,"11,00"
10 nov 2023,"€ 36,70",Sushi,IntrattenimentoEVacanze,Ristoranti e Delivery,FALSE,,"11,00"
11 nov 2023,"€ 2,58",Parcheggio,Trasporti,Autostrada&Parcheggio Auto,FALSE,,"11,00"
