,Type,Date,Amount,Description,Labels
701,income,2025-03-03,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
702,income,2025-03-03,0.4,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
703,income,2025-03-03,0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
704,income,2025-03-03,0.7,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
705,income,2025-03-03,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
706,income,2025-04-03,0.06,Exchanged to EUR,['Giroconto']
707,income,2025-04-03,0.18,Exchanged to EUR,['Giroconto']
708,income,2025-04-03,0.6,Exchanged to EUR,['Giroconto']
709,income,2025-04-03,0.66,Exchanged to EUR,['Giroconto']
710,income,2025-05-03,0.47,Exchanged to EUR,['Giroconto']
711,income,2025-05-03,1.01,Exchanged to EUR,['Giroconto']
712,income,2025-05-03,0.77,Exchanged to EUR,['Giroconto']
713,income,2025-06-03,1.01,Exchanged to EUR,['Giroconto']
714,income,2025-06-03,0.59,Exchanged to EUR,['Giroconto']
715,income,2025-06-03,1.18,Exchanged to EUR,['Giroconto']
716,income,2025-07-03,0.23,Exchanged to EUR,['Giroconto']
717,income,2025-07-03,0.97,Exchanged to EUR,['Giroconto']
718,income,2025-07-03,0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
719,income,2025-07-03,0.71,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
720,income,2025-07-03,0.71,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
721,income,2025-07-03,0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
722,income,2025-07-03,0.28,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
723,income,2025-08-03,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
724,income,2025-08-03,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
725,income,2025-09-03,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
726,income,2025-10-03,0.06,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
727,income,2025-03-13,0.81,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
728,income,2025-03-14,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
729,income,2025-03-14,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
730,income,2025-03-15,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
731,income,2025-03-16,0.9,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
732,income,2025-03-16,0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
733,income,2025-03-16,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
734,income,2025-03-16,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
735,income,2025-03-16,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
736,income,2025-03-16,0.71,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
737,income,2025-03-16,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
738,income,2025-03-17,0.37,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
739,income,2025-03-18,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
740,income,2025-03-18,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
741,income,2025-03-19,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
742,income,2025-03-21,0.68,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
743,income,2025-03-22,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
744,income,2025-03-22,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
745,income,2025-03-22,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
746,income,2025-03-26,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
747,income,2025-03-27,0.2,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
748,income,2025-03-27,0.88,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
749,income,2025-03-28,0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
750,income,2025-03-29,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
751,income,2025-03-29,10.0,To pocket EUR Trading Poket from EUR,"['Ristoranti&Delivery', 'Investimenti&Risparmi']"
752,expense,2025-03-29,-10.0,Pocket Withdrawal,['Giroconto']
753,income,2025-03-29,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
754,income,2025-03-29,0.11,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
755,income,2025-03-30,0.63,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
756,income,2025-03-30,0.78,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
757,income,2025-03-30,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
758,income,2025-03-31,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
759,income,2025-03-31,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
760,income,2025-01-04,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
761,income,2025-02-04,0.82,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
762,income,2025-04-04,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
763,income,2025-05-04,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
764,income,2025-05-04,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
765,income,2025-05-04,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
766,income,2025-06-04,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
767,income,2025-08-04,0.43,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
768,income,2025-10-04,0.45,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
769,income,2025-11-04,0.16,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
770,income,2025-11-04,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
771,income,2025-12-04,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
772,income,2025-12-04,0.89,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
773,income,2025-12-04,0.15,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
774,income,2025-04-13,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
775,income,2025-04-13,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
776,income,2025-04-16,0.64,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
777,income,2025-04-18,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
778,income,2025-04-18,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
779,income,2025-04-18,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
780,income,2025-04-19,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
781,income,2025-04-19,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
782,income,2025-04-19,0.1,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
783,income,2025-04-19,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
784,income,2025-04-21,0.71,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
785,income,2025-04-21,0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
786,income,2025-04-21,0.32,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
787,income,2025-04-24,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
788,income,2025-04-24,0.08,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
789,income,2025-04-25,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
790,income,2025-04-25,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
791,income,2025-04-25,0.16,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
792,income,2025-04-25,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
793,income,2025-04-25,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
794,income,2025-04-25,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
795,income,2025-04-25,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
796,income,2025-04-25,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
797,income,2025-04-25,0.97,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
798,income,2025-04-26,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
799,income,2025-04-26,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
800,income,2025-04-26,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
801,income,2025-04-26,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
802,income,2025-04-28,0.51,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
803,income,2025-04-29,0.21,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
804,income,2025-04-30,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
805,income,2025-04-30,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
806,income,2025-04-30,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
807,income,2025-01-05,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
808,income,2025-01-05,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
809,income,2025-01-05,0.8,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
810,income,2025-01-05,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
811,income,2025-02-05,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
812,income,2025-03-05,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
813,income,2025-03-05,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
814,income,2025-03-05,0.71,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
815,income,2025-03-05,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
816,income,2025-04-05,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
817,income,2025-04-05,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
818,income,2025-06-05,0.25,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
819,income,2025-06-05,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
820,income,2025-07-05,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
821,income,2025-09-05,0.2,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
822,income,2025-10-05,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
823,income,2025-10-05,0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
824,income,2025-10-05,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
825,income,2025-11-05,0.25,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
826,income,2025-05-13,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
827,income,2025-05-16,0.88,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
828,income,2025-05-16,0.91,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
829,income,2025-05-17,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
830,income,2025-05-17,0.1,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
831,income,2025-05-17,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
832,income,2025-05-17,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
833,income,2025-05-18,0.6,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
834,income,2025-05-19,0.52,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
835,income,2025-05-20,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
836,income,2025-05-20,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
837,income,2025-05-22,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
838,income,2025-05-23,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
839,income,2025-05-23,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
840,income,2025-05-23,0.8,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
841,income,2025-05-23,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
842,income,2025-05-23,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
843,income,2025-05-24,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
844,income,2025-05-24,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
845,income,2025-05-24,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
846,income,2025-05-24,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
847,income,2025-05-25,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
848,income,2025-05-25,0.18,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
849,income,2025-05-25,0.08,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
850,income,2025-05-28,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
851,income,2025-05-28,0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
852,income,2025-05-28,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
853,income,2025-05-29,0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
854,income,2025-05-29,0.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
855,income,2025-05-29,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
856,income,2025-05-30,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
857,income,2025-05-30,0.82,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
858,income,2025-05-31,25.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
859,income,2025-05-31,1.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
860,income,2025-01-06,0.71,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
861,income,2025-01-06,0.01,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
862,income,2025-01-06,20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
863,income,2025-05-06,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
864,income,2025-05-06,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
865,income,2025-05-06,0.09,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
866,income,2025-06-06,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
867,income,2025-06-06,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
868,income,2025-06-06,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
869,income,2025-06-06,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
870,income,2025-07-06,0.06,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
871,income,2025-07-06,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
872,income,2025-07-06,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
873,income,2025-07-06,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
874,income,2025-08-06,20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
875,income,2025-08-06,1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
876,income,2025-11-06,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
877,income,2025-12-06,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
878,income,2025-12-06,2.1,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
879,income,2025-12-06,2.13,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
880,income,2025-06-14,0.06,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
881,income,2025-06-14,1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
882,income,2025-06-14,2.22,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
883,income,2025-06-14,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
884,income,2025-06-15,20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
885,income,2025-06-15,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
886,income,2025-06-16,2.1,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
887,income,2025-06-17,0.15,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
888,income,2025-06-19,1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
889,income,2025-06-19,1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
890,income,2025-06-20,2.31,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
891,income,2025-06-20,0.66,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
892,income,2025-06-21,2.49,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
893,income,2025-06-22,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
894,income,2025-06-22,20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
895,income,2025-06-22,0.9,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
896,income,2025-06-22,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
897,income,2025-06-23,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
898,income,2025-06-23,1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
899,income,2025-06-24,0.75,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
900,income,2025-06-25,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
901,income,2025-06-25,0.36,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
902,income,2025-06-26,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
903,income,2025-06-27,1.68,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
904,income,2025-06-27,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
905,income,2025-06-27,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
906,income,2025-06-27,1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
907,income,2025-06-27,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
908,income,2025-06-28,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
909,income,2025-06-28,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
910,income,2025-06-28,1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
911,income,2025-06-28,1.05,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
912,income,2025-06-28,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
913,income,2025-06-28,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
914,income,2025-06-29,1.29,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
915,income,2025-06-29,20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
916,expense,2025-06-29,-308.87,Balance migration to another region or legal entity,['Giroconto']
917,income,2025-06-29,308.87,Balance migration to another region or legal entity,['Giroconto']
918,income,2025-06-30,1000.0,Payment from PALLOMO MATTEO,"['Ricevuti', 'Giroconto']"
919,expense,2025-06-30,-0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
920,expense,2025-06-28,-3.8,Gruppo Torinese Trasporti,['Movimento']
921,expense,2025-06-30,-2.3,Balance migration to another region or legal entity,['Giroconto']
922,income,2025-06-30,2.3,Balance migration to another region or legal entity,['Giroconto']
923,expense,2025-06-29,-27.57,Pam Panorama,['SpesaCasa']
924,expense,2025-06-30,-1.7,Balance migration to another region or legal entity,['Giroconto']
925,income,2025-06-30,1.7,Balance migration to another region or legal entity,['Giroconto']
926,expense,2025-06-28,-55.65,Ink 360,['Generic']
927,expense,2025-06-28,-9.0,Capodoglio Murazzi,['Pub&Locali&Eventi']
928,expense,2025-06-28,-9.0,Capodoglio Murazzi,['Pub&Locali&Eventi']
929,expense,2025-06-28,-10.0,Capodoglio Murazzi,['Pub&Locali&Eventi']
930,expense,2025-06-22,-1.7,ITP,['Generic']
931,expense,2025-06-30,-0.9,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
932,expense,2025-06-30,-49.9,Amazon Prime,['AcquistiOnline']
933,expense,2025-01-07,-0.24,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
934,expense,2025-01-07,-5.92,Carrefour,['SpesaCasa']
935,expense,2025-02-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
936,expense,2025-02-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
937,expense,2025-02-07,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
938,expense,2025-02-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
939,expense,2025-02-07,-11.99,Amazon,['AcquistiOnline']
940,expense,2025-02-07,-5.0,Am,['Generic']
941,expense,2025-02-07,-8.0,Am,['Generic']
942,expense,2025-02-07,-10.0,Am,['Generic']
943,expense,2025-03-07,-2.13,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
944,expense,2025-03-07,-16.0,LaFeltrinelli,['Hobby']
945,expense,2025-03-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
946,expense,2025-03-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
947,expense,2025-03-07,-1.2,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
948,expense,2025-04-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
949,expense,2025-04-07,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
950,expense,2025-04-07,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
951,expense,2025-04-07,-2.4,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
952,expense,2025-03-07,-2.6,Pasticceria San Michel,['Pub&Locali&Eventi']
953,expense,2025-04-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
954,expense,2025-03-07,-16.0,LaFeltrinelli,['Hobby']
955,expense,2025-03-07,-11.48,Knet,['Movimento']
956,expense,2025-04-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
957,expense,2025-04-07,-20.0,Associazione P,['Generic']
958,expense,2025-04-07,-10.0,Associazione P,['Generic']
959,expense,2025-05-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
960,expense,2025-05-07,-20.0,To Bold Stack portfolio,['Investimenti&Risparmi']
961,expense,2025-05-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
962,expense,2025-04-07,-15.0,Pompea Outlet Mondovi',['Shopping']
963,expense,2025-04-07,-7.2,Bonino Lucrezia,['Fumo']
964,expense,2025-04-07,-11.5,Pasticceria Pastorino,['Pub&Locali&Eventi']
965,expense,2025-04-07,-62.99,Cisalfa Sport,['Shopping']
966,expense,2025-05-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
967,expense,2025-06-07,-20.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
968,expense,2025-05-07,-1.0,Pasticceria Pastorino,['Pub&Locali&Eventi']
969,expense,2025-05-07,-47.0,Pasticceria Pastorino,['Pub&Locali&Eventi']
970,expense,2025-05-07,-96.0,Am,['Generic']
971,expense,2025-06-07,-2.13,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
972,expense,2025-06-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
973,expense,2025-06-07,-20.0,Associazione P,['Generic']
974,expense,2025-06-07,-52.16,Knet,['Movimento']
975,expense,2025-07-07,-0.36,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
976,expense,2025-07-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
977,expense,2025-07-07,-200.0,Avventure nel Mondo,['Viaggi']
978,expense,2025-07-07,-19.88,Amazon,['AcquistiOnline']
979,expense,2025-08-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
980,expense,2025-08-07,-0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
981,expense,2025-08-07,-27.0,The Vaping Company,['Fumo']
982,expense,2025-09-07,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
983,expense,2025-09-07,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
984,expense,2025-09-07,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
985,expense,2025-09-07,-0.9,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
986,expense,2025-08-07,-2.9,Pam Panorama,['SpesaCasa']
987,expense,2025-09-07,-2.99,Bird,['Movimento']
988,expense,2025-09-07,-1.98,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
989,expense,2025-09-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
990,expense,2025-09-07,-6.5,Panf̩,['Generic']
991,expense,2025-10-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
992,expense,2025-09-07,-7.7,Gruppo Negozi,['Generic']
993,expense,2025-10-07,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
994,expense,2025-09-07,-7.0,Hotel Calzavecchio,['Viaggi']
995,expense,2025-09-07,-10.34,Esselunga,['SpesaCasa']
996,expense,2025-09-07,-1.5,Trenitalia,['Generic']
997,expense,2025-10-07,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
998,expense,2025-10-07,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
999,expense,2025-10-07,-2.4,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1000,expense,2025-10-07,-9.5,Gruppo Negozi,['Generic']
1001,expense,2025-10-07,-123.0,Hotel Calzavecchio,['Viaggi']
1002,expense,2025-11-07,-3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1003,income,2025-11-07,1000.0,Payment from PALLOMO MATTEO,"['Ricevuti', 'Giroconto']"
1004,expense,2025-11-07,-1.5,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1005,expense,2025-10-07,-11.5,Dispensa Emilia,['Generic']
1006,expense,2025-11-07,-0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
